name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,shot_key
Kevin Durant,Golden State Warriors,11/16/17,2017,3202,1610612744,400974966,4,2,4,0,Jump Shot,3PT Field Goal,25,Boston Celtics,-47,254,400974966424
James Harden,Houston Rockets,11/1/17,2017,3992,1610612745,400974862,1,7,26,0,Jump Shot,3PT Field Goal,25,New York Knicks,-100,239,4009748621726
Carmelo Anthony,Oklahoma City Thunder,2/2/18,2017,1975,1610612760,400975518,1,2,34,1,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,149,214,4009755181234
Giannis Antetokounmpo,Milwaukee Bucks,2/10/18,2017,3032977,1610612749,400975573,1,0,30,0,Jump Shot,2PT Field Goal,18,Orlando Magic,-105,151,4009755731030
Goran Dragic,Miami Heat,3/3/18,2017,3423,1610612748,400975684,2,4,40,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,-116,229,4009756842440
Carmelo Anthony,Oklahoma City Thunder,11/3/17,2017,1975,1610612760,400974880,2,4,55,0,Jump Shot,3PT Field Goal,25,Boston Celtics,-136,218,4009748802455
Carmelo Anthony,Oklahoma City Thunder,12/3/17,2017,1975,1610612760,400975088,1,4,35,0,Jump Shot,2PT Field Goal,17,San Antonio Spurs,-136,112,4009750881435
Draymond Green,Golden State Warriors,12/23/17,2017,6589,1610612744,400975240,3,10,0,0,Jump Shot,3PT Field Goal,25,Denver Nuggets,2,253,4009752403100
Marc Gasol,Memphis Grizzlies,10/23/17,2017,3206,1610612763,400974794,4,0,34,0,Jump Shot,2PT Field Goal,18,Houston Rockets,-22,179,4009747944034
Carmelo Anthony,Oklahoma City Thunder,11/3/17,2017,1975,1610612760,400974880,3,5,39,0,Jump Shot,3PT Field Goal,24,Boston Celtics,-76,234,4009748803539
Goran Dragic,Miami Heat,10/18/17,2017,3423,1610612748,400974702,3,3,46,0,Jump Shot,3PT Field Goal,23,Orlando Magic,235,9,4009747023346
Kyle Korver,Cleveland Cavaliers,1/2/18,2017,2011,1610612739,400975295,4,2,51,1,Jump Shot,3PT Field Goal,27,Portland Trail Blazers,-105,251,4009752954251
LaMarcus Aldridge,San Antonio Spurs,11/14/17,2017,2983,1610612759,400974954,3,6,21,1,Jump Shot,2PT Field Goal,20,Dallas Mavericks,-131,152,4009749543621
DeMarcus Cousins,New Orleans Pelicans,11/3/17,2017,4258,1610612740,400974876,3,11,31,0,Jump Shot,3PT Field Goal,25,Dallas Mavericks,-54,252,40097487631131
Aaron Gordon,Orlando Magic,12/30/17,2017,3064290,1610612753,400975277,4,0,15,0,Jump Shot,3PT Field Goal,25,Miami Heat,47,248,4009752774015
LaMarcus Aldridge,San Antonio Spurs,11/3/17,2017,2983,1610612759,400974877,2,7,3,0,Jump Shot,2PT Field Goal,18,Charlotte Hornets,-132,132,400974877273
James Harden,Houston Rockets,4/5/18,2017,3992,1610612745,400975923,2,0,6,0,Jump Shot,3PT Field Goal,26,Portland Trail Blazers,110,246,400975923206
Pau Gasol,San Antonio Spurs,1/17/18,2017,996,1610612759,400975401,1,11,28,1,Jump Shot,2PT Field Goal,21,Brooklyn Nets,-44,212,40097540111128
Kentavious CaldwellPope,Los Angeles Lakers,12/3/17,2017,2581018,1610612747,400975089,1,3,11,1,Jump Shot,3PT Field Goal,26,Houston Rockets,-215,161,4009750891311
Kentavious CaldwellPope,Los Angeles Lakers,12/7/17,2017,2581018,1610612747,400975114,2,1,55,1,Jump Shot,3PT Field Goal,27,Philadelphia 76ers,145,230,4009751142155
Marc Gasol,Memphis Grizzlies,11/4/17,2017,3206,1610612763,400974882,1,9,30,0,Jump Shot,3PT Field Goal,24,Los Angeles Clippers,9,249,4009748821930
DeMar DeRozan,Toronto Raptors,11/3/17,2017,3978,1610612761,400974879,4,1,25,0,Jump Shot,3PT Field Goal,24,Utah Jazz,-154,191,4009748794125
Kevin Durant,Golden State Warriors,4/5/18,2017,3202,1610612744,400975921,4,11,19,0,Jump Shot,3PT Field Goal,23,Indiana Pacers,-230,64,40097592141119
Giannis Antetokounmpo,Milwaukee Bucks,10/20/17,2017,3032977,1610612749,400974443,2,3,36,0,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,130,225,4009744432336
Arron Afflalo,Orlando Magic,12/6/17,2017,3187,1610612753,400975106,2,9,15,1,Jump Shot,2PT Field Goal,20,Atlanta Hawks,-204,14,4009751062915
Carmelo Anthony,Oklahoma City Thunder,1/9/18,2017,1975,1610612760,400975346,3,8,44,0,Jump Shot,3PT Field Goal,24,Portland Trail Blazers,213,126,4009753463844
Kevin Durant,Golden State Warriors,1/25/18,2017,3202,1610612744,400975459,2,2,12,1,Jump Shot,3PT Field Goal,23,Minnesota Timberwolves,-232,32,4009754592212
Carmelo Anthony,Oklahoma City Thunder,1/9/18,2017,1975,1610612760,400975346,3,11,27,1,Jump Shot,3PT Field Goal,23,Portland Trail Blazers,231,32,40097534631127
Kyle Lowry,Toronto Raptors,11/12/17,2017,3012,1610612761,400974939,1,3,29,0,Jump Shot,3PT Field Goal,27,Boston Celtics,93,260,4009749391329
Marc Gasol,Memphis Grizzlies,3/5/18,2017,3206,1610612763,400975700,4,0,27,1,Jump Shot,3PT Field Goal,30,San Antonio Spurs,-17,306,4009757004027
LaMarcus Aldridge,San Antonio Spurs,11/14/17,2017,2983,1610612759,400974954,2,3,56,0,Jump Shot,2PT Field Goal,12,Dallas Mavericks,-128,18,4009749542356
Kyle Lowry,Toronto Raptors,10/25/17,2017,3012,1610612761,400974814,4,9,43,0,Jump Shot,2PT Field Goal,11,Golden State Warriors,4,118,4009748144943
Aaron Gordon,Orlando Magic,12/3/17,2017,3064290,1610612753,400975085,1,0,31,0,Jump Shot,3PT Field Goal,25,New York Knicks,-124,219,4009750851031
Kyle Lowry,Toronto Raptors,11/3/17,2017,3012,1610612761,400974879,1,7,9,1,Jump Shot,3PT Field Goal,24,Utah Jazz,-51,241,400974879179
LaMarcus Aldridge,San Antonio Spurs,4/4/18,2017,2983,1610612759,400975920,1,9,40,0,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,90,253,4009759201940
DeMar DeRozan,Toronto Raptors,1/1/18,2017,3978,1610612761,400975292,4,1,54,0,Jump Shot,2PT Field Goal,19,Milwaukee Bucks,-193,34,4009752924154
Steven Adams,Oklahoma City Thunder,3/30/18,2017,2991235,1610612760,400975879,2,0,36,1,Jump Shot,2PT Field Goal,7,Denver Nuggets,14,72,4009758792036
Marc Gasol,Memphis Grizzlies,12/31/17,2017,0,1610612763,0,3,5,31,0,Jump Shot,3PT Field Goal,24,Sacramento Kings,-152,194,03531
Goran Dragic,Miami Heat,10/18/17,2017,3423,1610612748,400974702,3,8,9,1,Jump Shot,3PT Field Goal,23,Orlando Magic,234,-12,400974702389
Giannis Antetokounmpo,Milwaukee Bucks,3/4/18,2017,3032977,1610612749,400975693,4,6,24,1,Jump Shot,2PT Field Goal,18,Philadelphia 76ers,90,163,4009756934624
Kyle Lowry,Toronto Raptors,11/14/17,2017,3012,1610612761,400974953,1,10,51,1,Jump Shot,3PT Field Goal,23,Houston Rockets,232,16,40097495311051
James Harden,Houston Rockets,11/3/17,2017,3992,1610612745,400974874,1,2,46,1,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-159,197,4009748741246
LeBron James,Cleveland Cavaliers,3/3/18,2017,1966,1610612739,400975683,3,8,6,0,Jump Shot,3PT Field Goal,24,Denver Nuggets,-182,166,400975683386
Carmelo Anthony,Oklahoma City Thunder,12/20/17,2017,1975,1610612760,400975211,1,6,50,0,Jump Shot,3PT Field Goal,22,Utah Jazz,221,10,4009752111650
Stephen Curry,Golden State Warriors,12/3/17,2017,3975,1610612744,400975086,3,6,0,0,Jump Shot,3PT Field Goal,27,Miami Heat,139,232,400975086360
Kevin Durant,Golden State Warriors,12/23/17,2017,3202,1610612744,400975240,1,7,57,0,Jump Shot,3PT Field Goal,26,Denver Nuggets,-157,209,4009752401757
Stephen Curry,Golden State Warriors,11/16/17,2017,3975,1610612744,400974966,4,0,4,0,Jump Shot,3PT Field Goal,24,Boston Celtics,127,211,400974966404
Giannis Antetokounmpo,Milwaukee Bucks,10/26/17,2017,3032977,1610612749,400974818,2,11,47,0,Jump Shot,2PT Field Goal,19,Boston Celtics,-43,191,40097481821147
James Harden,Houston Rockets,11/14/17,2017,3992,1610612745,400974953,3,6,8,0,Jump Shot,3PT Field Goal,26,Toronto Raptors,19,269,400974953368
DeMarcus Cousins,New Orleans Pelicans,11/22/17,2017,4258,1610612740,400975013,1,9,42,0,Jump Shot,3PT Field Goal,25,San Antonio Spurs,-184,173,4009750131942
Carmelo Anthony,Oklahoma City Thunder,12/22/17,2017,1975,1610612760,400975228,4,5,34,1,Jump Shot,3PT Field Goal,24,Atlanta Hawks,-223,99,4009752284534
DeMarcus Cousins,New Orleans Pelicans,11/22/17,2017,4258,1610612740,400975013,2,5,3,0,Jump Shot,3PT Field Goal,25,San Antonio Spurs,-189,172,400975013253
Kristaps Porzingis,New York Knicks,11/5/17,2017,3102531,1610612752,400974893,1,9,40,0,Jump Shot,2PT Field Goal,18,Indiana Pacers,167,81,4009748931940
Pau Gasol,San Antonio Spurs,12/26/17,2017,996,1610612759,400975248,1,9,16,0,Jump Shot,2PT Field Goal,16,Brooklyn Nets,50,162,4009752481916
Pau Gasol,San Antonio Spurs,10/30/17,2017,996,1610612759,400974843,3,7,27,0,Jump Shot,2PT Field Goal,16,Boston Celtics,-2,164,4009748433727
Marc Gasol,Memphis Grizzlies,12/1/17,2017,3206,1610612763,400975074,4,9,6,1,Jump Shot,3PT Field Goal,25,San Antonio Spurs,-151,205,400975074496
Pau Gasol,San Antonio Spurs,4/4/18,2017,996,1610612759,400975920,1,11,2,0,Jump Shot,2PT Field Goal,20,Los Angeles Lakers,131,158,4009759201112
Stephen Curry,Golden State Warriors,12/1/17,2017,3975,1610612744,400975069,1,9,56,1,Jump Shot,3PT Field Goal,25,Orlando Magic,19,257,4009750691956
Marc Gasol,Memphis Grizzlies,11/5/17,2017,3206,1610612763,400974896,2,6,56,0,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,-106,239,4009748962656
Draymond Green,Golden State Warriors,11/19/17,2017,6589,1610612744,400974987,1,9,5,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,228,88,400974987195
Stephen Curry,Golden State Warriors,11/16/17,2017,3975,1610612744,400974966,1,6,46,0,Jump Shot,3PT Field Goal,26,Boston Celtics,-136,224,4009749661646
Goran Dragic,Miami Heat,1/9/18,2017,3423,1610612748,400975345,1,8,31,0,Jump Shot,2PT Field Goal,13,Toronto Raptors,-139,-2,4009753451831
James Harden,Houston Rockets,12/3/17,2017,3992,1610612745,400975089,3,3,45,0,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,-152,221,4009750893345
Carmelo Anthony,Oklahoma City Thunder,1/9/18,2017,1975,1610612760,400975346,3,10,7,1,Jump Shot,3PT Field Goal,24,Portland Trail Blazers,2,246,4009753463107
Marc Gasol,Memphis Grizzlies,11/20/17,2017,3206,1610612763,400974997,1,1,7,0,Jump Shot,3PT Field Goal,25,Portland Trail Blazers,79,242,400974997117
Kyle Lowry,Toronto Raptors,12/26/17,2017,3012,1610612761,400975245,2,4,38,1,Jump Shot,3PT Field Goal,24,Dallas Mavericks,21,249,4009752452438
James Harden,Houston Rockets,11/16/17,2017,3992,1610612745,400974967,2,6,1,1,Jump Shot,3PT Field Goal,25,Phoenix Suns,-139,216,400974967261
DeMar DeRozan,Toronto Raptors,10/27/17,2017,3978,1610612761,400974827,2,4,16,0,Jump Shot,3PT Field Goal,23,Los Angeles Lakers,225,48,4009748272416
LaMarcus Aldridge,San Antonio Spurs,4/4/18,2017,2983,1610612759,400975920,1,11,39,1,Jump Shot,2PT Field Goal,18,Los Angeles Lakers,180,45,40097592011139
Marc Gasol,Memphis Grizzlies,1/2/18,2017,3206,1610612763,400975299,3,1,32,0,Jump Shot,3PT Field Goal,27,Los Angeles Clippers,-86,258,4009752993132
Goran Dragic,Miami Heat,11/15/17,2017,0,1610612748,0,1,0,55,0,Jump Shot,3PT Field Goal,22,Washington Wizards,-226,34,01055
Kyle Lowry,Toronto Raptors,10/25/17,2017,3012,1610612761,400974814,2,5,25,0,Jump Shot,2PT Field Goal,7,Golden State Warriors,3,78,4009748142525
Kentavious CaldwellPope,Los Angeles Lakers,12/3/17,2017,2581018,1610612747,400975089,3,3,29,0,Jump Shot,2PT Field Goal,19,Houston Rockets,-136,144,4009750893329
Kyle Lowry,Toronto Raptors,12/1/17,2017,3012,1610612761,400975070,2,3,11,1,Jump Shot,3PT Field Goal,27,Indiana Pacers,-153,232,4009750702311
Kyle Lowry,Toronto Raptors,2/1/18,2017,3012,1610612761,400975508,2,6,3,0,Jump Shot,3PT Field Goal,29,Washington Wizards,107,276,400975508263
Goran Dragic,Miami Heat,11/3/17,2017,3423,1610612748,400974878,1,9,6,1,Jump Shot,3PT Field Goal,24,Denver Nuggets,6,248,400974878196
Marc Gasol,Memphis Grizzlies,11/5/17,2017,3206,1610612763,400974896,4,8,6,0,Jump Shot,3PT Field Goal,25,Los Angeles Lakers,100,237,400974896486
Kyle Korver,Cleveland Cavaliers,11/3/17,2017,2011,1610612739,400974873,3,4,55,1,Jump Shot,3PT Field Goal,25,Washington Wizards,-154,204,4009748733455
DeMar DeRozan,Toronto Raptors,4/4/18,2017,3978,1610612761,400975917,1,8,40,0,Jump Shot,2PT Field Goal,18,Boston Celtics,-64,177,4009759171840
DeMarcus Cousins,New Orleans Pelicans,11/3/17,2017,4258,1610612740,400974876,3,6,39,0,Jump Shot,3PT Field Goal,24,Dallas Mavericks,215,118,4009748763639
Pau Gasol,San Antonio Spurs,12/4/17,2017,996,1610612759,400975099,3,0,23,0,Jump Shot,3PT Field Goal,24,Detroit Pistons,-46,242,4009750993023
LeBron James,Cleveland Cavaliers,11/17/17,2017,1966,1610612739,400974971,4,0,47,1,Jump Shot,3PT Field Goal,24,Los Angeles Clippers,-198,142,4009749714047
DeMar DeRozan,Toronto Raptors,11/12/17,2017,3978,1610612761,400974939,1,1,53,0,Jump Shot,3PT Field Goal,25,Boston Celtics,-216,143,4009749391153
Kristaps Porzingis,New York Knicks,12/6/17,2017,3102531,1610612752,400975108,3,3,41,0,Jump Shot,2PT Field Goal,7,Memphis Grizzlies,52,57,4009751083341
Kevin Durant,Golden State Warriors,12/3/17,2017,3202,1610612744,400975086,1,2,29,0,Jump Shot,3PT Field Goal,23,Miami Heat,232,0,4009750861229
Aaron Gordon,Orlando Magic,11/22/17,2017,3064290,1610612753,400975012,3,4,16,0,Jump Shot,2PT Field Goal,21,Minnesota Timberwolves,-10,218,4009750123416
Kevin Durant,Golden State Warriors,10/21/17,2017,3202,1610612744,400974784,2,9,48,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-174,185,4009747842948
Giannis Antetokounmpo,Milwaukee Bucks,1/1/18,2017,3032977,1610612749,400975292,5,0,0,0,Jump Shot,3PT Field Goal,24,Toronto Raptors,-157,189,400975292500
Pau Gasol,San Antonio Spurs,4/4/18,2017,996,1610612759,400975920,3,7,22,1,Jump Shot,2PT Field Goal,16,Los Angeles Lakers,73,147,4009759203722
Aaron Gordon,Orlando Magic,12/6/17,2017,3064290,1610612753,400975106,3,2,58,0,Jump Shot,3PT Field Goal,26,Atlanta Hawks,4,260,4009751063258
Pau Gasol,San Antonio Spurs,10/21/17,2017,996,1610612759,400974782,1,4,55,0,Jump Shot,2PT Field Goal,10,Chicago Bulls,-98,31,4009747821455
Marc Gasol,Memphis Grizzlies,12/9/17,2017,3206,1610612763,400975133,2,4,54,0,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,-89,242,4009751332454
Kentavious CaldwellPope,Los Angeles Lakers,12/3/17,2017,2581018,1610612747,400975089,1,1,40,0,Jump Shot,3PT Field Goal,24,Houston Rockets,-239,24,4009750891140
DeMar DeRozan,Toronto Raptors,11/3/17,2017,3978,1610612761,400974879,3,0,0,0,Jump Shot,3PT Field Goal,38,Utah Jazz,-199,330,400974879300
Aaron Gordon,Orlando Magic,4/4/18,2017,3064290,1610612753,400975916,1,4,51,1,Jump Shot,3PT Field Goal,23,Dallas Mavericks,-238,-4,4009759161451
LeBron James,Cleveland Cavaliers,12/25/17,2017,1966,1610612739,400974446,4,6,33,0,Jump Shot,2PT Field Goal,16,Golden State Warriors,118,117,4009744464633
Draymond Green,Golden State Warriors,11/16/17,2017,6589,1610612744,400974966,3,6,41,1,Jump Shot,3PT Field Goal,24,Boston Celtics,-132,211,4009749663641
Kristaps Porzingis,New York Knicks,11/3/17,2017,3102531,1610612752,400974875,2,0,0,0,Jump Shot,3PT Field Goal,63,Phoenix Suns,185,603,400974875200
Kevin Durant,Golden State Warriors,10/21/17,2017,3202,1610612744,400974784,4,9,39,1,Jump Shot,3PT Field Goal,26,Memphis Grizzlies,174,195,4009747844939
Aaron Gordon,Orlando Magic,11/22/17,2017,3064290,1610612753,400975012,2,5,15,1,Jump Shot,3PT Field Goal,22,Minnesota Timberwolves,-228,7,4009750122515
Carmelo Anthony,Oklahoma City Thunder,10/21/17,2017,1975,1610612760,400974787,3,6,51,0,Jump Shot,2PT Field Goal,20,Utah Jazz,207,12,4009747873651
Marc Gasol,Memphis Grizzlies,1/26/18,2017,3206,1610612763,400975464,1,7,14,0,Jump Shot,3PT Field Goal,22,Los Angeles Clippers,-220,27,4009754641714
Kevin Durant,Golden State Warriors,11/16/17,2017,3202,1610612744,400974966,1,10,57,0,Jump Shot,3PT Field Goal,28,Boston Celtics,202,197,40097496611057
DeMar DeRozan,Toronto Raptors,1/1/18,2017,3978,1610612761,400975292,3,8,14,1,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,-21,258,4009752923814
DeMarcus Cousins,New Orleans Pelicans,11/7/17,2017,4258,1610612740,400974901,2,10,11,0,Jump Shot,3PT Field Goal,26,Indiana Pacers,-76,258,40097490121011
Kevin Durant,Golden State Warriors,12/1/17,2017,3202,1610612744,400975069,2,6,21,0,Jump Shot,3PT Field Goal,25,Orlando Magic,58,248,4009750692621
Kyle Korver,Cleveland Cavaliers,4/5/18,2017,2011,1610612739,400975922,2,8,33,0,Jump Shot,3PT Field Goal,27,Washington Wizards,63,265,4009759222833
Marc Gasol,Memphis Grizzlies,12/2/17,2017,3206,1610612763,400975080,1,4,26,1,Jump Shot,2PT Field Goal,19,Cleveland Cavaliers,-65,185,4009750801426
Kristaps Porzingis,New York Knicks,10/21/17,2017,3102531,1610612752,400974781,2,0,0,0,Jump Shot,3PT Field Goal,53,Detroit Pistons,-117,525,400974781200
LaMarcus Aldridge,San Antonio Spurs,12/6/17,2017,2983,1610612759,400975112,2,8,40,1,Jump Shot,2PT Field Goal,18,Miami Heat,-136,127,4009751122840
Kevin Durant,Golden State Warriors,11/16/17,2017,3202,1610612744,400974966,4,3,6,1,Jump Shot,3PT Field Goal,26,Boston Celtics,-210,155,400974966436
James Harden,Houston Rockets,11/3/17,2017,3992,1610612745,400974874,3,5,33,0,Jump Shot,3PT Field Goal,26,Atlanta Hawks,-179,189,4009748743533
Kentavious CaldwellPope,Los Angeles Lakers,12/12/17,2017,2581018,1610612747,400975150,1,9,51,1,Jump Shot,3PT Field Goal,24,New York Knicks,-241,55,4009751501951
LaMarcus Aldridge,San Antonio Spurs,3/5/18,2017,2983,1610612759,400975700,3,6,37,0,Jump Shot,3PT Field Goal,24,Memphis Grizzlies,-59,237,4009757003637
Kevin Durant,Golden State Warriors,1/13/18,2017,3202,1610612744,400975377,4,0,21,1,Jump Shot,2PT Field Goal,21,Toronto Raptors,-100,191,4009753774021
Pau Gasol,San Antonio Spurs,3/5/18,2017,996,1610612759,400975700,1,3,56,0,Jump Shot,2PT Field Goal,10,Memphis Grizzlies,93,43,4009757001356
Kristaps Porzingis,New York Knicks,10/21/17,2017,3102531,1610612752,400974781,3,7,55,0,Jump Shot,3PT Field Goal,49,Detroit Pistons,5,492,4009747813755
DeMarcus Cousins,New Orleans Pelicans,11/3/17,2017,4258,1610612740,400974876,3,3,45,0,Jump Shot,2PT Field Goal,8,Dallas Mavericks,-81,0,4009748763345
Goran Dragic,Miami Heat,3/1/18,2017,3423,1610612748,400975668,1,10,52,0,Jump Shot,3PT Field Goal,23,Los Angeles Lakers,235,30,40097566811052
LaMarcus Aldridge,San Antonio Spurs,11/11/17,2017,2983,1610612759,400974934,1,6,3,1,Jump Shot,2PT Field Goal,16,Chicago Bulls,-138,89,400974934163
Kristaps Porzingis,New York Knicks,10/21/17,2017,3102531,1610612752,400974781,4,5,12,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,52,253,4009747814512
DeMarcus Cousins,New Orleans Pelicans,11/3/17,2017,4258,1610612740,400974876,1,9,31,1,Jump Shot,2PT Field Goal,19,Dallas Mavericks,-130,146,4009748761931
James Harden,Houston Rockets,12/22/17,2017,3992,1610612745,400975226,2,2,31,0,Jump Shot,3PT Field Goal,25,Los Angeles Clippers,-20,259,4009752262231
Kyle Lowry,Toronto Raptors,11/3/17,2017,3012,1610612761,400974879,1,11,19,0,Jump Shot,3PT Field Goal,24,Utah Jazz,171,178,40097487911119
James Harden,Houston Rockets,10/21/17,2017,3992,1610612745,400974783,1,8,53,0,Jump Shot,3PT Field Goal,24,Dallas Mavericks,116,217,4009747831853
James Harden,Houston Rockets,12/31/17,2017,0,1610612745,0,3,10,30,0,Jump Shot,2PT Field Goal,12,Los Angeles Lakers,110,48,031030
Goran Dragic,Miami Heat,10/21/17,2017,3423,1610612748,400974780,1,4,46,1,Jump Shot,3PT Field Goal,25,Indiana Pacers,177,185,4009747801446
DeMarcus Cousins,New Orleans Pelicans,11/3/17,2017,4258,1610612740,400974876,1,10,5,0,Jump Shot,3PT Field Goal,25,Dallas Mavericks,144,213,4009748761105
Stephen Curry,Golden State Warriors,11/16/17,2017,3975,1610612744,400974966,3,2,42,0,Jump Shot,3PT Field Goal,25,Boston Celtics,-136,216,4009749663242
James Harden,Houston Rockets,12/31/17,2017,0,1610612745,0,4,8,9,1,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,96,242,0489
Stephen Curry,Golden State Warriors,11/16/17,2017,3975,1610612744,400974966,4,4,41,1,Jump Shot,3PT Field Goal,24,Boston Celtics,-121,217,4009749664441
Kyle Lowry,Toronto Raptors,11/3/17,2017,3012,1610612761,400974879,1,7,39,1,Jump Shot,3PT Field Goal,24,Utah Jazz,-86,234,4009748791739
LeBron James,Cleveland Cavaliers,10/21/17,2017,1966,1610612739,400974779,3,7,27,1,Jump Shot,3PT Field Goal,25,Orlando Magic,-36,257,4009747793727
Stephen Curry,Golden State Warriors,2/10/18,2017,3975,1610612744,400975577,2,0,12,0,Jump Shot,3PT Field Goal,27,San Antonio Spurs,-102,251,4009755772012
Goran Dragic,Miami Heat,1/7/18,2017,3423,1610612748,400975332,1,6,33,0,Jump Shot,2PT Field Goal,7,Utah Jazz,-76,12,4009753321633
Kevin Durant,Golden State Warriors,11/18/17,2017,3202,1610612744,400974982,3,3,28,0,Jump Shot,3PT Field Goal,27,Philadelphia 76ers,-172,218,4009749823328
Kyle Korver,Cleveland Cavaliers,12/12/17,2017,2011,1610612739,400975148,1,1,3,1,Jump Shot,3PT Field Goal,22,Atlanta Hawks,-227,-6,400975148113
Kyle Lowry,Toronto Raptors,1/1/18,2017,3012,1610612761,400975292,1,7,6,1,Jump Shot,3PT Field Goal,22,Milwaukee Bucks,-224,5,400975292176
Kevin Durant,Golden State Warriors,11/16/17,2017,3202,1610612744,400974966,3,5,35,1,Jump Shot,2PT Field Goal,18,Boston Celtics,-177,58,4009749663535
Aaron Gordon,Orlando Magic,11/22/17,2017,3064290,1610612753,400975012,4,10,54,0,Jump Shot,3PT Field Goal,26,Minnesota Timberwolves,38,261,40097501241054
LaMarcus Aldridge,San Antonio Spurs,4/4/18,2017,2983,1610612759,400975920,4,6,3,1,Jump Shot,2PT Field Goal,17,Los Angeles Lakers,79,158,400975920463
Kyle Lowry,Toronto Raptors,12/20/17,2017,3012,1610612761,400975205,2,4,4,1,Jump Shot,3PT Field Goal,30,Charlotte Hornets,89,292,400975205244
Kyle Lowry,Toronto Raptors,10/21/17,2017,3012,1610612761,400974778,3,0,2,1,Jump Shot,3PT Field Goal,22,Philadelphia 76ers,223,8,400974778302
James Harden,Houston Rockets,11/3/17,2017,3992,1610612745,400974874,3,11,21,1,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-87,243,40097487431121
James Harden,Houston Rockets,11/16/17,2017,3992,1610612745,400974967,3,10,35,0,Jump Shot,3PT Field Goal,27,Phoenix Suns,-224,151,40097496731035
LeBron James,Cleveland Cavaliers,12/2/17,2017,1966,1610612739,400975080,3,0,1,0,Jump Shot,2PT Field Goal,21,Memphis Grizzlies,96,187,400975080301
Kyle Korver,Cleveland Cavaliers,4/5/18,2017,2011,1610612739,400975922,1,1,54,1,Jump Shot,3PT Field Goal,23,Washington Wizards,-235,4,4009759221154
Kentavious CaldwellPope,Los Angeles Lakers,1/26/18,2017,2581018,1610612747,400975463,1,7,9,1,Jump Shot,3PT Field Goal,25,Chicago Bulls,-19,258,400975463179
DeMar DeRozan,Toronto Raptors,4/4/18,2017,3978,1610612761,400975917,1,11,38,0,Jump Shot,2PT Field Goal,21,Boston Celtics,210,-12,40097591711138
Arron Afflalo,Orlando Magic,11/3/17,2017,3187,1610612753,400974871,3,0,0,0,Jump Shot,3PT Field Goal,44,Chicago Bulls,-175,404,400974871300
James Harden,Houston Rockets,10/21/17,2017,3992,1610612745,400974783,2,4,38,1,Jump Shot,3PT Field Goal,26,Dallas Mavericks,-177,196,4009747832438
Goran Dragic,Miami Heat,11/3/17,2017,3423,1610612748,400974878,4,6,19,0,Jump Shot,3PT Field Goal,26,Denver Nuggets,78,253,4009748784619
James Harden,Houston Rockets,11/16/17,2017,3992,1610612745,400974967,4,9,24,0,Jump Shot,3PT Field Goal,26,Phoenix Suns,151,220,4009749674924
Giannis Antetokounmpo,Milwaukee Bucks,12/6/17,2017,3032977,1610612749,400975110,1,5,58,1,Jump Shot,3PT Field Goal,28,Detroit Pistons,-114,259,4009751101558
LeBron James,Cleveland Cavaliers,10/21/17,2017,1966,1610612739,400974779,1,1,45,0,Jump Shot,3PT Field Goal,26,Orlando Magic,-76,253,4009747791145
DeMar DeRozan,Toronto Raptors,11/3/17,2017,3978,1610612761,400974879,3,0,28,1,Jump Shot,3PT Field Goal,25,Utah Jazz,-65,251,4009748793028
Draymond Green,Golden State Warriors,11/16/17,2017,6589,1610612744,400974966,3,2,7,0,Jump Shot,2PT Field Goal,18,Boston Celtics,-94,157,400974966327
Draymond Green,Golden State Warriors,12/25/17,2017,6589,1610612744,400974446,4,10,26,1,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,-2,256,40097444641026
Kyle Lowry,Toronto Raptors,10/21/17,2017,3012,1610612761,400974778,3,6,41,0,Jump Shot,3PT Field Goal,26,Philadelphia 76ers,-63,261,4009747783641
Kentavious CaldwellPope,Los Angeles Lakers,11/3/17,2017,2581018,1610612747,400974881,1,6,3,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,-153,195,400974881163
Pau Gasol,San Antonio Spurs,4/4/18,2017,996,1610612759,400975920,1,6,12,0,Jump Shot,3PT Field Goal,23,Los Angeles Lakers,-230,22,4009759201612
Giannis Antetokounmpo,Milwaukee Bucks,11/3/17,2017,3032977,1610612749,400974870,1,5,56,1,Jump Shot,2PT Field Goal,18,Detroit Pistons,-73,168,4009748701556
Carmelo Anthony,Oklahoma City Thunder,10/21/17,2017,1975,1610612760,400974787,1,1,33,0,Jump Shot,2PT Field Goal,2,Utah Jazz,-16,16,4009747871133
