name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
Stephen Curry,Golden State Warriors,2/10/18,2017,3975,1610612744,400975577,1,0,27,1,Running Layup Shot,2PT Field Goal,1,San Antonio Spurs,3,11,0,0,,0,0
DeAndre Jordan,LA Clippers,1/24/18,2017,3442,1610612746,400975455,1,5,0,1,Alley Oop Dunk Shot,2PT Field Goal,1,Boston Celtics,4,11,0,0,,0,0
Aaron Gordon,Orlando Magic,12/28/17,2017,3064290,1610612753,400975262,4,4,22,1,Cutting Dunk Shot,2PT Field Goal,1,Detroit Pistons,4,11,0,0,,0,0
Arron Afflalo,Orlando Magic,12/9/17,2017,3187,1610612753,400975129,1,7,58,1,Cutting Layup Shot,2PT Field Goal,1,Atlanta Hawks,4,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/19/18,2017,1966,1610612739,400975796,2,1,0,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,4,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/9/18,2017,1966,1610612739,400975565,2,8,36,1,Driving Layup Shot,2PT Field Goal,1,Atlanta Hawks,4,11,0,0,,0,0
DeAndre Jordan,LA Clippers,11/1/17,2017,3442,1610612746,400974867,3,3,49,0,Alley Oop Dunk Shot,2PT Field Goal,1,Dallas Mavericks,5,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/11/17,2017,3202,1610612744,400975146,1,4,46,1,Cutting Layup Shot,2PT Field Goal,1,Portland Trail Blazers,5,11,0,0,,0,0
Stephen Curry,Golden State Warriors,1/27/18,2017,3975,1610612744,400975474,3,11,10,1,Cutting Layup Shot,2PT Field Goal,1,Boston Celtics,5,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/10/18,2017,3032977,1610612749,400975356,3,3,42,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Orlando Magic,5,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,10/18/17,2017,4258,1610612740,400974704,1,7,34,1,Hook Shot,2PT Field Goal,1,Memphis Grizzlies,5,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/19/18,2017,3032977,1610612749,400975796,2,8,22,1,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,5,11,0,0,,0,0
Pau Gasol,San Antonio Spurs,3/19/18,2017,996,1610612759,400975802,3,1,30,0,Layup Shot,2PT Field Goal,1,Golden State Warriors,5,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/29/18,2017,3032977,1610612749,400975487,2,9,49,1,Layup Shot,2PT Field Goal,1,Philadelphia 76ers,5,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,10/25/17,2017,2991235,1610612760,400974811,1,8,30,1,Running Dunk Shot,2PT Field Goal,1,Indiana Pacers,5,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/3/17,2017,1966,1610612739,400974873,1,9,11,1,Turnaround Hook Shot,2PT Field Goal,1,Washington Wizards,5,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,10/20/17,2017,1966,1610612739,400974443,2,2,9,1,Alley Oop Dunk Shot,2PT Field Goal,1,Milwaukee Bucks,6,11,0,0,,0,0
Aaron Gordon,Orlando Magic,3/24/18,2017,3064290,1610612753,400975836,2,1,58,1,Cutting Dunk Shot,2PT Field Goal,1,Phoenix Suns,6,11,0,0,,0,0
James Harden,Houston Rockets,12/16/17,2017,3992,1610612745,400975184,3,0,0,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,6,11,0,0,,0,0
James Harden,Houston Rockets,2/23/18,2017,3992,1610612745,400975623,1,5,37,1,Driving Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,6,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,11/7/17,2017,3032977,1610612749,400974900,1,9,48,1,Finger Roll Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,6,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,10/28/17,2017,4258,1610612740,400974828,4,9,47,0,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,6,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,10/20/17,2017,3032977,1610612749,400974443,4,7,0,1,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,6,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,10/19/17,2017,3102531,1610612752,400974441,3,4,59,0,Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,6,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,10/18/17,2017,3206,1610612763,400974704,1,9,14,0,Putback Layup Shot,2PT Field Goal,1,New Orleans Pelicans,6,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/28/17,2017,3032977,1610612749,400975264,4,9,44,1,Running Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,6,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/25/18,2017,1966,1610612739,400975840,1,0,4,1,Running Dunk Shot,2PT Field Goal,1,Brooklyn Nets,6,11,0,0,,0,0
Draymond Green,Golden State Warriors,1/27/18,2017,6589,1610612744,400975474,1,9,47,0,Running Layup Shot,2PT Field Goal,1,Boston Celtics,6,11,0,0,,0,0
Stephen Curry,Golden State Warriors,12/4/17,2017,3975,1610612744,400975097,2,5,4,1,Cutting Finger Roll Layup Shot,2PT Field Goal,1,New Orleans Pelicans,7,11,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/23/17,2017,2581018,1610612747,400975242,4,3,36,1,Cutting Layup Shot,2PT Field Goal,1,Portland Trail Blazers,7,11,0,0,,0,0
Goran Dragic,Miami Heat,1/9/18,2017,3423,1610612748,400975345,2,1,22,1,Jump Shot,2PT Field Goal,1,Toronto Raptors,7,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,4/1/18,2017,2983,1610612759,400975891,3,4,17,1,Layup Shot,2PT Field Goal,1,Houston Rockets,7,11,0,0,,0,0
DeAndre Jordan,LA Clippers,12/6/17,2017,3442,1610612746,400975113,1,3,25,1,Alley Oop Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,8,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/23/18,2017,1966,1610612739,400975444,3,1,15,1,Driving Dunk Shot,2PT Field Goal,1,San Antonio Spurs,8,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/15/17,2017,0,1610612761,0,3,1,11,1,Driving Layup Shot,2PT Field Goal,1,New Orleans Pelicans,8,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/28/18,2017,1966,1610612739,400975862,2,5,26,1,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,8,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/25/18,2017,3032977,1610612749,400975639,2,4,16,1,Driving Layup Shot,2PT Field Goal,1,New Orleans Pelicans,8,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/5/18,2017,3012,1610612761,400975317,2,2,2,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,8,11,0,0,,0,0
Pau Gasol,San Antonio Spurs,3/27/18,2017,996,1610612759,400975854,2,11,45,1,Cutting Dunk Shot,2PT Field Goal,1,Washington Wizards,9,11,0,0,,0,0
Kevin Durant,Golden State Warriors,4/7/18,2017,3202,1610612744,400975941,3,6,23,1,Driving Reverse Layup Shot,2PT Field Goal,1,New Orleans Pelicans,9,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/28/18,2017,1966,1610612739,400975862,1,5,12,1,Reverse Layup Shot,2PT Field Goal,1,Charlotte Hornets,9,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,3/2/18,2017,3012,1610612761,400975675,1,9,37,1,Running Layup Shot,2PT Field Goal,1,Washington Wizards,9,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,4/1/18,2017,3032977,1610612749,400975898,1,9,51,1,Running Layup Shot,2PT Field Goal,1,Denver Nuggets,9,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,10/17/17,2017,1966,1610612739,400974437,1,4,31,1,Running Layup Shot,2PT Field Goal,1,Boston Celtics,9,11,0,0,,0,0
Kevin Durant,Golden State Warriors,11/29/17,2017,3202,1610612744,400975063,1,6,39,1,Cutting Dunk Shot,2PT Field Goal,1,Los Angeles Lakers,10,11,0,0,,0,0
Draymond Green,Golden State Warriors,11/29/17,2017,6589,1610612744,400975063,1,5,31,1,Cutting Layup Shot,2PT Field Goal,1,Los Angeles Lakers,10,11,0,0,,0,0
Stephen Curry,Golden State Warriors,2/22/18,2017,3975,1610612744,400975618,1,11,32,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Los Angeles Clippers,10,11,0,0,,0,0
Draymond Green,Golden State Warriors,11/11/17,2017,6589,1610612744,400974935,3,8,11,0,Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,10,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/13/18,2017,3032977,1610612749,400975594,4,2,22,1,Dunk Shot,2PT Field Goal,1,Atlanta Hawks,10,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/10/18,2017,2991235,1610612760,400975357,2,7,6,1,Hook Shot,2PT Field Goal,1,Minnesota Timberwolves,10,11,0,0,,0,0
Draymond Green,Golden State Warriors,2/8/18,2017,6589,1610612744,400975561,1,10,49,0,Layup Shot,2PT Field Goal,1,Dallas Mavericks,10,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/29/17,2017,4258,1610612740,400975060,1,7,44,0,Alley Oop Layup shot,2PT Field Goal,1,Minnesota Timberwolves,11,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/3/18,2017,1966,1610612739,400975683,1,2,55,0,Cutting Layup Shot,2PT Field Goal,1,Denver Nuggets,11,11,0,0,,0,0
Channing Frye,Cleveland Cavaliers,1/28/18,2017,2754,1610612739,400975480,4,5,26,1,Cutting Layup Shot,2PT Field Goal,1,Detroit Pistons,11,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,2/4/18,2017,1975,1610612760,400975534,2,1,40,0,Driving Layup Shot,2PT Field Goal,1,Los Angeles Lakers,11,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/9/17,2017,3206,1610612763,400975133,2,1,26,0,Driving Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,11,11,0,0,,0,0
James Harden,Houston Rockets,12/22/17,2017,3992,1610612745,400975226,4,0,59,1,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,11,11,0,0,,0,0
James Harden,Houston Rockets,12/20/17,2017,3992,1610612745,400975210,1,3,22,0,Driving Reverse Layup Shot,2PT Field Goal,1,Los Angeles Lakers,11,11,0,0,,0,0
Kevin Durant,Golden State Warriors,2/10/18,2017,3202,1610612744,400975577,3,4,59,0,Layup Shot,2PT Field Goal,1,San Antonio Spurs,11,11,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/4/17,2017,2011,1610612739,400975095,2,5,20,1,Layup Shot,2PT Field Goal,1,Chicago Bulls,11,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/19/18,2017,1966,1610612739,400975796,4,1,12,1,Running Dunk Shot,2PT Field Goal,1,Milwaukee Bucks,11,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,10/19/17,2017,3012,1610612761,400974769,3,4,55,1,Running Layup Shot,2PT Field Goal,1,Chicago Bulls,11,11,0,0,,0,0
Goran Dragic,Miami Heat,3/16/18,2017,3423,1610612748,400975780,1,9,1,0,Running Reverse Layup Shot,2PT Field Goal,1,Los Angeles Lakers,11,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,2/13/18,2017,2991235,1610612760,400975596,1,5,43,1,Alley Oop Dunk Shot,2PT Field Goal,1,Cleveland Cavaliers,12,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/17/18,2017,2991235,1610612760,400975406,1,3,44,1,Putback Layup Shot,2PT Field Goal,1,Los Angeles Lakers,12,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,12/9/17,2017,2991235,1610612760,400975133,3,3,5,1,Running Layup Shot,2PT Field Goal,1,Memphis Grizzlies,12,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,1/26/18,2017,3206,1610612763,400975464,1,6,14,1,Cutting Dunk Shot,2PT Field Goal,1,Los Angeles Clippers,13,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,2/1/18,2017,1975,1610612760,400975511,2,0,49,0,Cutting Layup Shot,2PT Field Goal,1,Denver Nuggets,13,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/25/17,2017,3202,1610612744,400974446,1,7,15,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,13,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/11/18,2017,1966,1610612739,400975361,3,5,39,1,Driving Layup Shot,2PT Field Goal,1,Toronto Raptors,13,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/9/17,2017,3032977,1610612749,400975132,3,5,4,0,Driving Layup Shot,2PT Field Goal,1,Utah Jazz,13,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/2/17,2017,4258,1610612740,400975084,1,11,21,1,Driving Reverse Layup Shot,2PT Field Goal,1,Portland Trail Blazers,13,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/9/18,2017,3978,1610612761,400975345,1,6,29,0,Finger Roll Layup Shot,2PT Field Goal,1,Miami Heat,13,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/27/17,2017,4258,1610612740,400975257,1,8,2,1,Layup Shot,2PT Field Goal,1,Brooklyn Nets,13,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/22/18,2017,1966,1610612739,400975615,4,5,5,1,Layup Shot,2PT Field Goal,1,Washington Wizards,13,11,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/17/17,2017,2011,1610612739,400975191,4,9,55,1,Cutting Layup Shot,2PT Field Goal,1,Washington Wizards,14,11,0,0,,0,0
James Harden,Houston Rockets,2/13/18,2017,3992,1610612745,400975595,1,4,24,1,Driving Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,14,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/27/18,2017,1966,1610612739,400975856,1,11,16,1,Driving Layup Shot,2PT Field Goal,1,Miami Heat,14,11,0,0,,0,0
Draymond Green,Golden State Warriors,12/4/17,2017,6589,1610612744,400975097,1,7,33,0,Dunk Shot,2PT Field Goal,1,New Orleans Pelicans,14,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/12/18,2017,4258,1610612740,400975370,1,5,33,0,Hook Shot,2PT Field Goal,1,Portland Trail Blazers,14,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/27/17,2017,3202,1610612744,400975260,1,3,41,0,Layup Shot,2PT Field Goal,1,Utah Jazz,14,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/22/18,2017,4258,1610612740,400975438,2,11,45,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,15,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,11/10/17,2017,1975,1610612760,400974923,4,4,41,1,Cutting Layup Shot,2PT Field Goal,1,Los Angeles Clippers,16,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/11/17,2017,4258,1610612740,400975143,4,7,57,0,Driving Layup Shot,2PT Field Goal,1,Houston Rockets,16,11,0,0,,0,0
Goran Dragic,Miami Heat,10/21/17,2017,3423,1610612748,400974780,2,5,47,1,Layup Shot,2PT Field Goal,1,Indiana Pacers,16,11,0,0,,0,0
DeAndre Jordan,LA Clippers,3/21/18,2017,3442,1610612746,0,3,4,47,1,Reverse Layup Shot,2PT Field Goal,1,Milwaukee Bucks,16,11,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,4/4/18,2017,2581018,1610612747,400975920,4,7,52,0,Driving Reverse Layup Shot,2PT Field Goal,2,San Antonio Spurs,18,11,0,0,,0,0
DeAndre Jordan,LA Clippers,3/20/18,2017,3442,1610612746,400975806,2,1,21,1,Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,18,11,0,0,,0,0
Goran Dragic,Miami Heat,2/23/18,2017,3423,1610612748,400975625,1,9,44,1,Reverse Layup Shot,2PT Field Goal,2,New Orleans Pelicans,18,11,0,0,,0,0
Goran Dragic,Miami Heat,10/21/17,2017,3423,1610612748,400974780,2,2,52,1,Running Layup Shot,2PT Field Goal,2,Indiana Pacers,18,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/21/18,2017,3032977,1610612749,0,1,8,1,1,Cutting Dunk Shot,2PT Field Goal,2,Los Angeles Clippers,19,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/1/18,2017,3012,1610612761,400975292,5,1,33,1,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,19,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/1/18,2017,3978,1610612761,400975292,1,9,29,1,Driving Reverse Layup Shot,2PT Field Goal,2,Milwaukee Bucks,19,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/22/18,2017,4258,1610612740,400975438,6,3,5,0,Layup Shot,2PT Field Goal,2,Chicago Bulls,19,11,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,2/6/18,2017,2011,1610612739,400975543,1,1,10,1,Cutting Layup Shot,2PT Field Goal,2,Orlando Magic,20,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,11/1/17,2017,3012,1610612761,400974865,1,4,18,1,Reverse Layup Shot,2PT Field Goal,2,Denver Nuggets,20,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/25/17,2017,3202,1610612744,400974446,2,2,11,0,Layup Shot,2PT Field Goal,2,Cleveland Cavaliers,22,11,0,0,,0,0
Draymond Green,Golden State Warriors,10/23/17,2017,6589,1610612744,400974796,1,10,35,1,Cutting Finger Roll Layup Shot,2PT Field Goal,2,Dallas Mavericks,23,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,3/21/18,2017,3978,1610612761,0,2,3,39,1,Driving Dunk Shot,2PT Field Goal,2,Cleveland Cavaliers,23,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/22/17,2017,4258,1610612740,400975013,1,7,14,0,Driving Layup Shot,2PT Field Goal,2,San Antonio Spurs,23,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/27/17,2017,1966,1610612739,400975259,4,2,45,0,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,23,11,0,0,,0,0
Jared Dudley,Phoenix Suns,1/26/18,2017,3201,1610612756,400975469,1,0,0,0,Running Finger Roll Layup Shot,2PT Field Goal,2,New York Knicks,26,11,0,0,,0,0
James Harden,Houston Rockets,3/20/18,2017,3992,1610612745,400975810,3,4,47,0,Driving Layup Shot,2PT Field Goal,2,Portland Trail Blazers,27,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,12/29/17,2017,3012,1610612761,400975268,3,9,23,1,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,27,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,10/24/17,2017,3102531,1610612752,400974802,3,2,51,0,Layup Shot,2PT Field Goal,2,Boston Celtics,27,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,3/18/18,2017,3978,1610612761,400975792,3,0,54,0,Driving Layup Shot,2PT Field Goal,3,Oklahoma City Thunder,28,11,0,0,,0,0
DeAndre Jordan,LA Clippers,4/9/18,2017,3442,1610612746,400975958,1,1,35,0,Turnaround Hook Shot,2PT Field Goal,3,New Orleans Pelicans,29,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,4/7/18,2017,2983,1610612759,400975942,4,4,22,0,Layup Shot,2PT Field Goal,3,Portland Trail Blazers,30,11,0,0,,0,0
Aaron Gordon,Orlando Magic,3/20/18,2017,3064290,1610612753,400975804,1,9,52,1,Running Dunk Shot,2PT Field Goal,3,Toronto Raptors,34,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,11/28/17,2017,3032977,1610612749,400975053,3,4,6,1,Driving Layup Shot,2PT Field Goal,3,Sacramento Kings,38,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/12/18,2017,1966,1610612739,400975365,3,3,29,0,Driving Layup Shot,2PT Field Goal,4,Indiana Pacers,43,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,3/23/18,2017,2991235,1610612760,400975830,3,4,32,1,Hook Shot,2PT Field Goal,5,Miami Heat,51,11,0,0,,0,0
DeAndre Jordan,LA Clippers,3/27/18,2017,3442,1610612746,400975861,1,3,23,0,Hook Shot,2PT Field Goal,6,Milwaukee Bucks,68,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,4/11/18,2017,3978,1610612761,400975967,1,3,57,0,Turnaround Jump Shot,2PT Field Goal,8,Miami Heat,89,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/15/17,2017,0,1610612752,0,1,7,32,1,Turnaround Jump Shot,2PT Field Goal,8,Utah Jazz,89,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/15/17,2017,0,1610612761,0,4,4,36,1,Turnaround Fadeaway shot,2PT Field Goal,9,New Orleans Pelicans,90,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/17/18,2017,1966,1610612739,400975785,2,3,56,0,Layup Shot,2PT Field Goal,9,Chicago Bulls,96,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,11/20/17,2017,3032977,1610612749,400974998,1,11,5,0,Fadeaway Jump Shot,2PT Field Goal,9,Washington Wizards,97,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,11/25/17,2017,1975,1610612760,400975034,2,2,38,0,Turnaround Jump Shot,2PT Field Goal,11,Dallas Mavericks,110,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,12/5/17,2017,1975,1610612760,400975102,4,0,44,0,Turnaround Fadeaway shot,2PT Field Goal,12,Utah Jazz,121,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,12/17/17,2017,3978,1610612761,400975188,2,5,17,1,Turnaround Jump Shot,2PT Field Goal,12,Sacramento Kings,123,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,4/6/18,2017,3978,1610612761,400975933,3,5,51,0,Turnaround Fadeaway shot,2PT Field Goal,19,Indiana Pacers,197,11,0,0,,0,0
Goran Dragic,Miami Heat,11/24/17,2017,3423,1610612748,400975023,1,9,30,0,Jump Shot,3PT Field Goal,22,Minnesota Timberwolves,225,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/9/17,2017,1966,1610612739,400974917,4,9,11,0,Pullup Jump shot,3PT Field Goal,22,Houston Rockets,226,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,2/13/18,2017,3978,1610612761,400975593,2,4,10,0,Jump Shot,3PT Field Goal,22,Miami Heat,227,11,0,0,,0,0
Pau Gasol,San Antonio Spurs,2/7/18,2017,996,1610612759,400975556,1,0,33,0,Jump Shot,3PT Field Goal,22,Phoenix Suns,228,11,0,0,,0,0
James Harden,Houston Rockets,2/11/18,2017,3992,1610612745,400975583,1,3,50,0,Step Back Jump shot,3PT Field Goal,22,Dallas Mavericks,228,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/20/18,2017,3978,1610612761,400975426,2,3,49,0,Jump Shot,3PT Field Goal,23,Minnesota Timberwolves,230,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/3/18,2017,3978,1610612761,400975306,4,2,58,1,Jump Shot,3PT Field Goal,23,Chicago Bulls,232,11,0,0,,0,0
Pau Gasol,San Antonio Spurs,1/11/18,2017,996,1610612759,400975363,2,2,1,1,Jump Shot,3PT Field Goal,23,Los Angeles Lakers,232,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/17/18,2017,3012,1610612761,400975402,1,5,23,0,Jump Shot,3PT Field Goal,23,Detroit Pistons,232,11,0,0,,0,0
James Harden,Houston Rockets,3/22/18,2017,3992,1610612745,400975820,1,8,25,0,Jump Shot,3PT Field Goal,23,Detroit Pistons,233,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/3/18,2017,3012,1610612761,400975306,3,7,18,0,Jump Shot,3PT Field Goal,23,Chicago Bulls,237,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,11/14/17,2017,3012,1610612761,400974953,3,10,6,0,Jump Shot,3PT Field Goal,23,Houston Rockets,-236,12,0,0,,0,0
Aaron Gordon,Orlando Magic,3/2/18,2017,3064290,1610612753,400975672,1,7,18,0,Jump Shot,3PT Field Goal,23,Detroit Pistons,-232,12,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,11/22/17,2017,2011,1610612739,400975005,4,0,40,0,Jump Shot,3PT Field Goal,23,Brooklyn Nets,-230,12,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/20/18,2017,1966,1610612739,400975420,1,10,19,0,Jump Shot,3PT Field Goal,22,Oklahoma City Thunder,-229,12,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,10/21/17,2017,2983,1610612759,400974782,3,9,29,0,Jump Shot,2PT Field Goal,17,Chicago Bulls,-176,12,0,0,,0,0
Kevin Durant,Golden State Warriors,1/17/18,2017,3202,1610612744,400975403,2,1,45,1,Jump Shot,2PT Field Goal,16,Chicago Bulls,-168,12,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,3/3/18,2017,2581018,1610612747,400975686,3,11,6,1,Pullup Jump shot,2PT Field Goal,13,San Antonio Spurs,-139,12,0,0,,0,0
DeMar DeRozan,Toronto Raptors,12/17/17,2017,3978,1610612761,400975188,2,3,29,0,Turnaround Fadeaway shot,2PT Field Goal,13,Sacramento Kings,-132,12,0,0,,0,0
Kevin Durant,Golden State Warriors,4/7/18,2017,3202,1610612744,400975941,1,1,13,0,Turnaround Fadeaway shot,2PT Field Goal,11,New Orleans Pelicans,-111,12,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/11/17,2017,1966,1610612739,400974932,4,5,36,0,Driving Floating Bank Jump Shot,2PT Field Goal,10,Dallas Mavericks,-103,12,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/4/18,2017,3206,1610612763,400975533,4,6,10,0,Jump Shot,2PT Field Goal,9,Toronto Raptors,-98,12,0,0,,0,0
Goran Dragic,Miami Heat,1/7/18,2017,3423,1610612748,400975332,1,6,33,0,Jump Shot,2PT Field Goal,7,Utah Jazz,-76,12,0,0,,0,0
Marc Gasol,Memphis Grizzlies,3/26/18,2017,3206,1610612763,400975852,2,4,30,0,Turnaround Jump Shot,2PT Field Goal,7,Minnesota Timberwolves,-76,12,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/12/18,2017,1966,1610612739,400975365,3,3,49,0,Driving Layup Shot,2PT Field Goal,6,Indiana Pacers,-62,12,0,0,,0,0
Goran Dragic,Miami Heat,2/23/18,2017,3423,1610612748,400975625,4,7,13,0,Driving Layup Shot,2PT Field Goal,3,New Orleans Pelicans,-30,12,0,0,,0,0
Kevin Durant,Golden State Warriors,12/25/17,2017,3202,1610612744,400974446,1,0,37,0,Layup Shot,2PT Field Goal,3,Cleveland Cavaliers,-29,12,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/13/17,2017,4258,1610612740,400974946,4,10,46,1,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,-25,12,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/13/17,2017,3032977,1610612749,400975161,4,9,21,0,Layup Shot,2PT Field Goal,2,New Orleans Pelicans,-25,12,0,0,,0,0
